rev_user_id,avg_stars_year_1,avg_stars_year_3,star_change,user_id,user_name
UYjU9o4w8LB7YVRf4CyZ6A,5.0,1.0,-4.0,UYjU9o4w8LB7YVRf4CyZ6A,J
-YJi42WMm1MJ6w1ScAWL5w,5.0,1.0,-4.0,-YJi42WMm1MJ6w1ScAWL5w,Selena
-yBPPrpH6nWXqYk7Ve7XlQ,5.0,1.0,-4.0,-yBPPrpH6nWXqYk7Ve7XlQ,Natasha
T4StBZK_GMof6-wNnexRPg,5.0,1.0,-4.0,T4StBZK_GMof6-wNnexRPg,Michael
U_9b0iBYyC09CdKl1rSSDA,5.0,1.0,-4.0,U_9b0iBYyC09CdKl1rSSDA,Aurora
TDxeqHjQ6xMzh2aR5yGUMw,5.0,1.0,-4.0,TDxeqHjQ6xMzh2aR5yGUMw,Josh
00uo_sNxLHL5ZOtrHbsIXA,5.0,1.0,-4.0,00uo_sNxLHL5ZOtrHbsIXA,Angela
TIB27IzihfsfnyyYGBqfQA,5.0,1.0,-4.0,TIB27IzihfsfnyyYGBqfQA,laura
U_Wp0jw9fynFdh8a5o0Q9w,5.0,1.0,-4.0,U_Wp0jw9fynFdh8a5o0Q9w,Yvonne
-fKld9lfpJ3PamNfBIxZdA,5.0,1.0,-4.0,-fKld9lfpJ3PamNfBIxZdA,Ashley
06eNdNUnW5m1uhp7GwM8Zg,5.0,1.0,-4.0,06eNdNUnW5m1uhp7GwM8Zg,Willow
TRa0O5HTmuKNxNQbWuV8ZA,5.0,1.0,-4.0,TRa0O5HTmuKNxNQbWuV8ZA,Suzanne
UaJVwhI9zie600WwEVxBJw,5.0,1.0,-4.0,UaJVwhI9zie600WwEVxBJw,Elliott
-u5CsCUHOvP5OHYaNGteZw,5.0,1.0,-4.0,-u5CsCUHOvP5OHYaNGteZw,Shannon
0EkGU4Dxs3vqUEK4sG8cNQ,5.0,1.0,-4.0,0EkGU4Dxs3vqUEK4sG8cNQ,Alison
TRmOm2RTN6TQ7F445-I9mw,5.0,1.0,-4.0,TRmOm2RTN6TQ7F445-I9mw,Ethan
Ud8huZrdzRhxXJAR_gLQGQ,5.0,1.0,-4.0,Ud8huZrdzRhxXJAR_gLQGQ,Gilbert
01bb4Y7PnQvpgCFKWX-kIQ,5.0,1.0,-4.0,01bb4Y7PnQvpgCFKWX-kIQ,Dora
0LbXuP4bvHayQ1K5gU5RSA,5.0,1.0,-4.0,0LbXuP4bvHayQ1K5gU5RSA,Tony
TS2FUsN7L4G95ttflHO-1A,5.0,1.0,-4.0,TS2FUsN7L4G95ttflHO-1A,Darla
UghwYyIc0bwpEAIBQ8Up7Q,5.0,1.0,-4.0,UghwYyIc0bwpEAIBQ8Up7Q,Cindy
05cDJBAaOoVxWhHmZpnL3g,5.0,1.0,-4.0,05cDJBAaOoVxWhHmZpnL3g,Shanna
0VN7Tz4uN8Z2JODujjkdnQ,5.0,1.0,-4.0,0VN7Tz4uN8Z2JODujjkdnQ,Delia
TSExEQVu8YEJeRR4IoLNzQ,5.0,1.0,-4.0,TSExEQVu8YEJeRR4IoLNzQ,Folwell
UjXwi5-Eca7xQFZdmA4UPA,5.0,1.0,-4.0,UjXwi5-Eca7xQFZdmA4UPA,Salima
08xSvDxsULxTMim88oa8oQ,5.0,1.0,-4.0,08xSvDxsULxTMim88oa8oQ,Kara
0WqwkIsoYInmJwfdFVzWew,5.0,1.0,-4.0,0WqwkIsoYInmJwfdFVzWew,Karl
TWIu6ezNBBgRR9YY6a9FhQ,5.0,1.0,-4.0,TWIu6ezNBBgRR9YY6a9FhQ,Russ
UmLJmYa5pUMPi0iK6t7vcQ,5.0,1.0,-4.0,UmLJmYa5pUMPi0iK6t7vcQ,Julian
0DSiBSP5rZNIGL1f8UlHIA,5.0,1.0,-4.0,0DSiBSP5rZNIGL1f8UlHIA,Vicky
0dTrHs25GUSnPa-ZwNWQ6A,5.0,1.0,-4.0,0dTrHs25GUSnPa-ZwNWQ6A,Scott
TXBNrvdfoE7ndhbp37CZHQ,5.0,1.0,-4.0,TXBNrvdfoE7ndhbp37CZHQ,Susan
UmeS9piZylZI3EeppgAmyA,5.0,1.0,-4.0,UmeS9piZylZI3EeppgAmyA,Bradley
0FTeUX3x8NiVVjvQeY2qOQ,5.0,1.0,-4.0,0FTeUX3x8NiVVjvQeY2qOQ,Jen
0iOQKoHF-N8ekwdlbv-GZQ,5.0,1.0,-4.0,0iOQKoHF-N8ekwdlbv-GZQ,Jean
Tc78ZxOorJu82gQGPj1lgQ,5.0,1.0,-4.0,Tc78ZxOorJu82gQGPj1lgQ,Derek
UsqL38LFlvgaKNouOLpk8Q,5.0,1.0,-4.0,UsqL38LFlvgaKNouOLpk8Q,Kasey
0Gc3qwlupZpmgTy3IwgDVQ,5.0,1.0,-4.0,0Gc3qwlupZpmgTy3IwgDVQ,carina
0jxFQMzYDwHt9FCLJml7mA,5.0,1.0,-4.0,0jxFQMzYDwHt9FCLJml7mA,Kristin
TdjlN7Z0i4A1vNCiiiJv9w,5.0,1.0,-4.0,TdjlN7Z0i4A1vNCiiiJv9w,Krista
UvaJpBs2O7h8-p-EILlD3A,5.0,1.0,-4.0,UvaJpBs2O7h8-p-EILlD3A,Mark
0L_4dPQKHfuVntjmCH_x8g,5.0,1.0,-4.0,0L_4dPQKHfuVntjmCH_x8g,Mary
0luX-voAKPWK2pmaewEmKg,5.0,1.0,-4.0,0luX-voAKPWK2pmaewEmKg,Amber
Tf2HclMc0F58MnTp0ydk4g,5.0,1.0,-4.0,Tf2HclMc0F58MnTp0ydk4g,Candy
Uy6P2Uw2UCzmy_dv9gwXVA,5.0,1.0,-4.0,Uy6P2Uw2UCzmy_dv9gwXVA,Andrew
0VbS0fygeRZmoFDkt4ToQg,5.0,1.0,-4.0,0VbS0fygeRZmoFDkt4ToQg,Danielle
0r6LF-twuluHFHA9XH_G9A,5.0,1.0,-4.0,0r6LF-twuluHFHA9XH_G9A,Christopher
TglLaXRsao_Qeii90o6HnQ,5.0,1.0,-4.0,TglLaXRsao_Qeii90o6HnQ,Scotty
UystXdKBB66BJpq40ZrwXg,5.0,1.0,-4.0,UystXdKBB66BJpq40ZrwXg,John
0aHYlXbcVEqb285jzjpufQ,5.0,1.0,-4.0,0aHYlXbcVEqb285jzjpufQ,Sherry
0y9ztLUHfRlzxfIBSYASXA,5.0,1.0,-4.0,0y9ztLUHfRlzxfIBSYASXA,Harold
TgvlGVC6_W2As6YY2_jlUg,5.0,1.0,-4.0,TgvlGVC6_W2As6YY2_jlUg,Colleen
V-sqQmswG91r51C9LuxytQ,5.0,1.0,-4.0,V-sqQmswG91r51C9LuxytQ,Grace
0ffFtTn3-BwcX2dI2XSaiA,5.0,1.0,-4.0,0ffFtTn3-BwcX2dI2XSaiA,Christopher
1-hnEh8SH0fLAiS0W7rFDg,5.0,1.0,-4.0,1-hnEh8SH0fLAiS0W7rFDg,Jayong
TjyzaOTktk8prHekEkwZSQ,5.0,1.0,-4.0,TjyzaOTktk8prHekEkwZSQ,Laura
V2ble59wwBODXD9AnJCc9g,5.0,1.0,-4.0,V2ble59wwBODXD9AnJCc9g,Anastasia
0q56c0-hhcAASY-jUrssFA,5.0,1.0,-4.0,0q56c0-hhcAASY-jUrssFA,Derrick
18Q9_OaqAZa-Djuilo1TcA,5.0,1.0,-4.0,18Q9_OaqAZa-Djuilo1TcA,Erica
Tk1PmN7uPs9dkQTFp7KUjA,5.0,1.0,-4.0,Tk1PmN7uPs9dkQTFp7KUjA,Lynne
V2uaXiePvOqMjt4wKYdbYA,5.0,1.0,-4.0,V2uaXiePvOqMjt4wKYdbYA,Christina
0ugiwPWlukMgFTxlQB6_OA,5.0,1.0,-4.0,0ugiwPWlukMgFTxlQB6_OA,Amanda
19IbNbKvyaCrNCqVxcfGoQ,5.0,1.0,-4.0,19IbNbKvyaCrNCqVxcfGoQ,Mariyah
To_WEQNpPf3uPoB3rGOJ4Q,5.0,1.0,-4.0,To_WEQNpPf3uPoB3rGOJ4Q,Richard
V6FXAM1pOUGbGNGOwROp5w,5.0,1.0,-4.0,V6FXAM1pOUGbGNGOwROp5w,Stephanie
10WuyIPr5UhzqZ1xcWAuRA,5.0,1.0,-4.0,10WuyIPr5UhzqZ1xcWAuRA,Samuel
1Kliog8j8tzay0gGRqYx9g,5.0,1.0,-4.0,1Kliog8j8tzay0gGRqYx9g,Tricia
TuZF4GERabP5_39KSKezzg,5.0,1.0,-4.0,TuZF4GERabP5_39KSKezzg,Rai
VAgGW5wmJvi5wtZLG4YukA,5.0,1.0,-4.0,VAgGW5wmJvi5wtZLG4YukA,Melissa
13KBy3BhOxy6f4f9J8GdJg,5.0,1.0,-4.0,13KBy3BhOxy6f4f9J8GdJg,Ed
1MXrQO2GmgENQVMOiB8JZw,5.0,1.0,-4.0,1MXrQO2GmgENQVMOiB8JZw,Mary
TwLUG7Kx2kWfpuAdjTHV_w,5.0,1.0,-4.0,TwLUG7Kx2kWfpuAdjTHV_w,Katherine
VBqdfZEmBouceKAo0A9DJw,5.0,1.0,-4.0,VBqdfZEmBouceKAo0A9DJw,Alexis
14uLX4txJJ108efMetsbEA,5.0,1.0,-4.0,14uLX4txJJ108efMetsbEA,Ana
1Yq9fVLpV4swZvH575Rrfw,5.0,1.0,-4.0,1Yq9fVLpV4swZvH575Rrfw,Renee
U-gKvVHNs1NZVPTIrJAXzQ,5.0,1.0,-4.0,U-gKvVHNs1NZVPTIrJAXzQ,Mia
VGOIIeqAruaaljV50ZkfWg,5.0,1.0,-4.0,VGOIIeqAruaaljV50ZkfWg,Margaret
19uPDdAL2F3mYLyCdt-0LA,5.0,1.0,-4.0,19uPDdAL2F3mYLyCdt-0LA,Jody
1fG8Y_YULnKNpOpUPcjtgg,5.0,1.0,-4.0,1fG8Y_YULnKNpOpUPcjtgg,Zach
U37oIc09PIwZVZATuI88-A,5.0,1.0,-4.0,U37oIc09PIwZVZATuI88-A,Walter
VIaONlSvtu4GK515Q6godQ,5.0,1.0,-4.0,VIaONlSvtu4GK515Q6godQ,Keith
1GcoGUfs4fujn2tYkgY_SA,5.0,1.0,-4.0,1GcoGUfs4fujn2tYkgY_SA,A.
5KtLeY4POlpERBhgGHYy0w,5.0,1.0,-4.0,5KtLeY4POlpERBhgGHYy0w,Alicia
U8ksycdaWjT0XQHuyfJ3DA,5.0,1.0,-4.0,U8ksycdaWjT0XQHuyfJ3DA,Alexandra
VJ00IObjJrGCec5VCdh7ew,5.0,1.0,-4.0,VJ00IObjJrGCec5VCdh7ew,Sindu
1LPwjdYsaAGX-ugwqCInWQ,5.0,1.0,-4.0,1LPwjdYsaAGX-ugwqCInWQ,Shannon
1jxAs_LEJDscFpJnnc-7Tg,5.0,1.0,-4.0,1jxAs_LEJDscFpJnnc-7Tg,Nibale
UBYO9lnBRa6OGRvdekEyZQ,5.0,1.0,-4.0,UBYO9lnBRa6OGRvdekEyZQ,Rachel
VL2nkQhCbgO8_T_Arc1Q5w,5.0,1.0,-4.0,VL2nkQhCbgO8_T_Arc1Q5w,Annalise
1PJGacx980GCJlGM4BDukA,5.0,1.0,-4.0,1PJGacx980GCJlGM4BDukA,Anton
1mzC75V0EKKoAO8LnDzqtQ,5.0,1.0,-4.0,1mzC75V0EKKoAO8LnDzqtQ,Doctor
UD8Unbt3rGoWywSID78Sxw,5.0,1.0,-4.0,UD8Unbt3rGoWywSID78Sxw,Mark
VM0NxZjVtBpwVKFyNkE_MQ,5.0,1.0,-4.0,VM0NxZjVtBpwVKFyNkE_MQ,Delia
1eVC0wp2KCUxMYjzcL06rA,5.0,1.0,-4.0,1eVC0wp2KCUxMYjzcL06rA,Lindsay
1xD04hW-AZmIBdCBgs8prw,5.0,1.0,-4.0,1xD04hW-AZmIBdCBgs8prw,Kylie
UE4soKaHzWMFCKTEjxDKew,5.0,1.0,-4.0,UE4soKaHzWMFCKTEjxDKew,Brad
VNKwafLAFfvCgXRC1Pa_lQ,5.0,1.0,-4.0,VNKwafLAFfvCgXRC1Pa_lQ,Jason
1fzQ_wLKz7Zs55dUB53gqA,5.0,1.0,-4.0,1fzQ_wLKz7Zs55dUB53gqA,Jan Marie
22MC-zF3s7j7fy68NbncXg,5.0,1.0,-4.0,22MC-zF3s7j7fy68NbncXg,Laura
UEZrKPTkXmunDaBBLhLySw,5.0,1.0,-4.0,UEZrKPTkXmunDaBBLhLySw,Phyllis
VPH3wfnF_3dC7UOwSacRtQ,5.0,1.0,-4.0,VPH3wfnF_3dC7UOwSacRtQ,Chris
1l-gg948b8VF8ag9vYbzAg,5.0,1.0,-4.0,1l-gg948b8VF8ag9vYbzAg,Regan
2AuNkX4oimENQtVjCYV3fg,5.0,1.0,-4.0,2AuNkX4oimENQtVjCYV3fg,Simy
UIdVT7kzjsQxydhft8vTHA,5.0,1.0,-4.0,UIdVT7kzjsQxydhft8vTHA,Kat
VPxK80srvp2XAmEEp7YL6Q,5.0,1.0,-4.0,VPxK80srvp2XAmEEp7YL6Q,Amanda
1oskg_ITCHHMx3vBwMkoag,5.0,1.0,-4.0,1oskg_ITCHHMx3vBwMkoag,Mel
2BYQlWgOTZVp6wjh68swYw,5.0,1.0,-4.0,2BYQlWgOTZVp6wjh68swYw,Petunia
UJ784Xj17Or4qN7qQXkWoQ,5.0,1.0,-4.0,UJ784Xj17Or4qN7qQXkWoQ,Louise
VRdURgFXVjMCotl1Dxh-rg,5.0,1.0,-4.0,VRdURgFXVjMCotl1Dxh-rg,Bella
1rKLDTu22HqFQxpvwldRew,5.0,1.0,-4.0,1rKLDTu22HqFQxpvwldRew,TheBirdhunt3r
2LIQ_oqaKKZ7V53znjoyDA,5.0,1.0,-4.0,2LIQ_oqaKKZ7V53znjoyDA,Melanie
UKpkE86JFc0KAfvg9LgPdg,5.0,1.0,-4.0,UKpkE86JFc0KAfvg9LgPdg,Brittany
VRjkoVfODSdCtUlUH4dT-A,5.0,1.0,-4.0,VRjkoVfODSdCtUlUH4dT-A,Randi
1u3EwP2a53P2yo9DHnU2eQ,5.0,1.0,-4.0,1u3EwP2a53P2yo9DHnU2eQ,Dion
2P8O4qHl40xEUf3tGp4BDA,5.0,1.0,-4.0,2P8O4qHl40xEUf3tGp4BDA,Debra
UNJM7qzfD6GdnxBNfUfVxQ,5.0,1.0,-4.0,UNJM7qzfD6GdnxBNfUfVxQ,Rickey
VT2m119B-3X092ZmCBITqw,5.0,1.0,-4.0,VT2m119B-3X092ZmCBITqw,Nick
1wb0lDwXGgE8IanG4yS1ag,5.0,1.0,-4.0,1wb0lDwXGgE8IanG4yS1ag,Kevin
2XJGKWyd8Xx9hPrnhURqfA,5.0,1.0,-4.0,2XJGKWyd8Xx9hPrnhURqfA,Lou
UO2qc1RDKYB9k8tV_24tRw,5.0,1.0,-4.0,UO2qc1RDKYB9k8tV_24tRw,Ellen
VTDffm-WlFxeqESB0HIS_Q,5.0,1.0,-4.0,VTDffm-WlFxeqESB0HIS_Q,John
2-Fj6pZfFF1DilCeLT9yPA,5.0,1.0,-4.0,2-Fj6pZfFF1DilCeLT9yPA,Helen
2bpFbSa28g7kG97JCSV4yw,5.0,1.0,-4.0,2bpFbSa28g7kG97JCSV4yw,Julia
URDYX9xM9cqMOhTeAeT-Sg,5.0,1.0,-4.0,URDYX9xM9cqMOhTeAeT-Sg,Perry
V_GJQGiFhx8vEThayoZj3w,5.0,1.0,-4.0,V_GJQGiFhx8vEThayoZj3w,Richard
20N0HaEf3l54RzZkOhWVGw,5.0,1.0,-4.0,20N0HaEf3l54RzZkOhWVGw,Dani
2hI_35xN4fm79EetnT5aWQ,5.0,1.0,-4.0,2hI_35xN4fm79EetnT5aWQ,Tiffany
UTx0OM9BkOK24g8-yBwDpQ,5.0,1.0,-4.0,UTx0OM9BkOK24g8-yBwDpQ,Joe
V_jxRvjmGNWhQR0WL7Iivw,5.0,1.0,-4.0,V_jxRvjmGNWhQR0WL7Iivw,Julie
26rx3_QC0R3KStvKbIu9RQ,5.0,1.0,-4.0,26rx3_QC0R3KStvKbIu9RQ,Zachary
2hfhp-R3b3G2hpAabCRdiQ,5.0,1.0,-4.0,2hfhp-R3b3G2hpAabCRdiQ,Evan
UWmkKhxRXYTId8G4qd48jA,5.0,1.0,-4.0,UWmkKhxRXYTId8G4qd48jA,Jack
V_yUANoDiQa8cqxO6HsVMQ,5.0,1.0,-4.0,V_yUANoDiQa8cqxO6HsVMQ,Carol
2EY1J8vnlaD_7GQchtz6-w,5.0,1.0,-4.0,2EY1J8vnlaD_7GQchtz6-w,Sandi
2nJD8fT1n-28lmVxLEZMLg,5.0,1.0,-4.0,2nJD8fT1n-28lmVxLEZMLg,Chelsea
UXkPpLnyYfF5fBR_tBgzyg,5.0,1.0,-4.0,UXkPpLnyYfF5fBR_tBgzyg,Jenna
Vaa-HeFf6D7h8LqJkiy0xg,5.0,1.0,-4.0,Vaa-HeFf6D7h8LqJkiy0xg,Elizabeth
2JA75snohmNYhWuCHo1KSA,5.0,1.0,-4.0,2JA75snohmNYhWuCHo1KSA,Diane
2sCVRYh9VEAuJc3EgM3kPw,5.0,1.0,-4.0,2sCVRYh9VEAuJc3EgM3kPw,Alaina
UaFD6jk53hztmW4ZUo_bBw,5.0,1.0,-4.0,UaFD6jk53hztmW4ZUo_bBw,Alixandra
VdRoMV_3En5TGwGZSplVbw,5.0,1.0,-4.0,VdRoMV_3En5TGwGZSplVbw,Chelsea
2NHNsXypLuVho7hMKeOQDg,5.0,1.0,-4.0,2NHNsXypLuVho7hMKeOQDg,Sylvia
33ewa_wqjAh0j3MM64fTwQ,5.0,1.0,-4.0,33ewa_wqjAh0j3MM64fTwQ,Maryann
UaXuOp9dxcsKgYu6Mlqc5A,5.0,1.0,-4.0,UaXuOp9dxcsKgYu6Mlqc5A,Thom
Vfn-CT4h7n742AGICeLi1Q,5.0,1.0,-4.0,Vfn-CT4h7n742AGICeLi1Q,Jana
2S12gJ0DNBcI4rBi8RN7SQ,5.0,1.0,-4.0,2S12gJ0DNBcI4rBi8RN7SQ,Krista
36W5pkBRPcKjGnDgrL3uoQ,5.0,1.0,-4.0,36W5pkBRPcKjGnDgrL3uoQ,Kimie
UfZgfIem7NYKZE0ZhazvyA,5.0,1.0,-4.0,UfZgfIem7NYKZE0ZhazvyA,Jill
Vn1-jvss7Ynvv-c0TM8Ing,5.0,1.0,-4.0,Vn1-jvss7Ynvv-c0TM8Ing,Nicole
2Y443YoJkRdF9dc8_Ky4gA,5.0,1.0,-4.0,2Y443YoJkRdF9dc8_Ky4gA,Michelle
36jvcjBH25xniVVLvKn6eQ,5.0,1.0,-4.0,36jvcjBH25xniVVLvKn6eQ,Vincent
UghO9v4DrQJFzpPPOLRdfw,5.0,1.0,-4.0,UghO9v4DrQJFzpPPOLRdfw,J
VnoH1rK2TPOG4mlXJE5geA,5.0,1.0,-4.0,VnoH1rK2TPOG4mlXJE5geA,Amanda
2cj9ZoglHwVbvfFMdS8Diw,5.0,1.0,-4.0,2cj9ZoglHwVbvfFMdS8Diw,Kayla
3Di41EPS0JU0C7eblqcNIA,5.0,1.0,-4.0,3Di41EPS0JU0C7eblqcNIA,Jim
UjAD59OHVABOTVwe52sSBQ,5.0,1.0,-4.0,UjAD59OHVABOTVwe52sSBQ,Marty
VoXGl4G2x0lY_rzEXKHZsg,5.0,1.0,-4.0,VoXGl4G2x0lY_rzEXKHZsg,Jonathan
2gBLCmVTr1c8Fuc3npWtdw,5.0,1.0,-4.0,2gBLCmVTr1c8Fuc3npWtdw,Hekmat
3E2T_mMTCWdlf0Lto4sW8w,5.0,1.0,-4.0,3E2T_mMTCWdlf0Lto4sW8w,Alondra
UqDNHVNwvYjFuusET9g0Eg,5.0,1.0,-4.0,UqDNHVNwvYjFuusET9g0Eg,K Alexa
VsZuMxujnzpXCa48E1vi_w,5.0,1.0,-4.0,VsZuMxujnzpXCa48E1vi_w,Chelsea
2lhBUMXP0Na8iVXBo4cTGQ,5.0,1.0,-4.0,2lhBUMXP0Na8iVXBo4cTGQ,Fuoco
3Gt4mh_P4dlZJo9JIoQ8jw,5.0,1.0,-4.0,3Gt4mh_P4dlZJo9JIoQ8jw,Bobby
UsLxlJizDAi4QgRbHha6Pw,5.0,1.0,-4.0,UsLxlJizDAi4QgRbHha6Pw,Charlie
VuRlNlqDMyW1jOBi7oYGYA,5.0,1.0,-4.0,VuRlNlqDMyW1jOBi7oYGYA,Peggy
2u5ZXni-cYPDAF9ZdrnJ1A,5.0,1.0,-4.0,2u5ZXni-cYPDAF9ZdrnJ1A,Kate
3HbomcohwHfRcas4kvt-0w,5.0,1.0,-4.0,3HbomcohwHfRcas4kvt-0w,Shannon
UsNU0VPBMLBFy1E2ceUF2g,5.0,1.0,-4.0,UsNU0VPBMLBFy1E2ceUF2g,Mandy
Vv0oOy9k2nEYrAyzxMTssg,5.0,1.0,-4.0,Vv0oOy9k2nEYrAyzxMTssg,Douglas
3-gCg9leSdwS8CMKQgpYFQ,5.0,1.0,-4.0,3-gCg9leSdwS8CMKQgpYFQ,Dorothy
3Jrw7DTEVmbh2vSruhHjow,5.0,1.0,-4.0,3Jrw7DTEVmbh2vSruhHjow,Courtney
UsWyrh0KKN7U9chyhlySxg,5.0,1.0,-4.0,UsWyrh0KKN7U9chyhlySxg,Julia
W2vl6kK_kUNYughbQYS_iQ,5.0,1.0,-4.0,W2vl6kK_kUNYughbQYS_iQ,Rob
3B5kmTLiTnzqokLMe8CS7w,5.0,1.0,-4.0,3B5kmTLiTnzqokLMe8CS7w,Brooke
3PtomLLXNvX7EX6PopdQSw,5.0,1.0,-4.0,3PtomLLXNvX7EX6PopdQSw,Kelly
UwmCpowBrgLokbTsSLYFaw,5.0,1.0,-4.0,UwmCpowBrgLokbTsSLYFaw,Ted
W3BE-RY5SrMpfC2XAufejw,5.0,1.0,-4.0,W3BE-RY5SrMpfC2XAufejw,Eduvijen
3CMdu1_6fgzW_-FvtTCXew,5.0,1.0,-4.0,3CMdu1_6fgzW_-FvtTCXew,Ann
3SUebIeTt_jjKhUXdE4bUw,5.0,1.0,-4.0,3SUebIeTt_jjKhUXdE4bUw,Kalel
V2quPKIHMEYNgCWNYtTwnA,5.0,1.0,-4.0,V2quPKIHMEYNgCWNYtTwnA,Joanne
W9pzRoOJr4DYXL--jy2PcQ,5.0,1.0,-4.0,W9pzRoOJr4DYXL--jy2PcQ,Jesse
3G4qaE_8ZW6zwbD31I-s5Q,5.0,1.0,-4.0,3G4qaE_8ZW6zwbD31I-s5Q,Christine
3bq1zQXwcz8luV1R6UfX2g,5.0,1.0,-4.0,3bq1zQXwcz8luV1R6UfX2g,Abtahee
V33khKQ2G6pucLajgar82w,5.0,1.0,-4.0,V33khKQ2G6pucLajgar82w,Steve
