User ID,Year,Review Count
0MFR6Su_osQ2h8mkNu4sPg,2005,1
4Kko5nTAOPG0z_eccm35uQ,2005,1
V1pxG6r8_zfkSpLnF7_GhA,2005,1
ExI15M-oXjHcF42-G1xv9w,2005,1
CMBYyVy2Rwb_saUkY5kZaQ,2005,1
aXd12Hf_QjEapYOgthah5Q,2005,1
To7EBxWC-Yz011V2-tdTvA,2005,1
gfQqQYI5_hCAGEHlHXIz2Q,2006,137
TDXV6AC5PYOZEyN9eeODfA,2006,107
nnImk681KaRqUVHlSfZjGQ,2006,78
3xX-Et9I4Bi4wdRPWJkAFg,2006,72
tiLm3eFfpxhwV6O9DEaneQ,2006,61
Ffa1cXIvFAy8H1sorICaiQ,2006,50
fnBAgDX4D9mNgQZsjFCoog,2006,48
6OV_PFTl9RW2FmYQoOsuRQ,2006,46
_BHTC7nyCBoZcfiiD5cOXg,2006,45
RBXVFcXR3IjP0CYgmkSmtg,2006,42
mZokz37TaR5jFgMrx4WyFw,2006,41
4PE0tDvV9Lo8VW8kDW1SFQ,2006,41
3MYdpmHeNwC6FquRWi3YOg,2006,40
fa3P8dibTRU8QG-XwVMigw,2006,36
T_4pBqf2C6JxLoBJAn2h0A,2006,35
icdFHRhFi4Lb0JmxC6Un0Q,2006,33
jTXj5uf5ER5siDnQK_y4aA,2006,31
n-lBS02-3yvlY5Q91mmwDA,2006,28
QcPN-Dee_dU2IWno-f2oYA,2006,28
26YpEJpa4uwJ60ezG9MIfQ,2006,27
2OLohmwFrl8ru4w1mUXtyw,2006,26
3W-lOOaIVQZONZP83kab6g,2006,26
HVk4LFXU_R6ShQr1bT2TKQ,2006,24
6eVhsPPKYF_zImkDSVqjhw,2006,23
UzUnpnlH1n346MDgaFMOmw,2006,23
FZQXGfmkMASFWq3JnuQZqg,2006,23
RT8Y7PxPzC7DuAjAquNjng,2006,23
2l0O1EI1m0yWjFo2zSt71w,2006,21
Ct456aEICzDfn03MHZCzsw,2006,21
BlLJmseYoL6iRKTfty5sTw,2006,21
CrJlQ1NYEIfmMz5RuUhMvA,2006,21
PifSfXxEUKOoYg-gJ4cjUQ,2006,21
mLwKdFW96yof7-6EVgLXhA,2006,20
qQecSd0lynfB4g-LPa9JCw,2006,20
gZcxXnogU1O-gPTbqqtMYw,2006,19
LyXvIE71cMeiBaPZI_Yq2w,2006,19
yeGIAyHixJrIe-zmXiePWQ,2006,19
kX7v9yOAs-BZ86zAldZC9Q,2006,18
AuXICYKDCopDrvjy72UVfw,2006,17
huHOgjAAeUr6zoV-dcbI9Q,2006,17
zg23ChWAll3vAo5OGVRPyA,2006,17
RScVO94HmC0Bfe48ernf2w,2006,17
KeuhteHe76DxDlXnkWoDwA,2006,17
jZfIQN8ivTQFdzYRtMmChQ,2006,17
0ZdhN614Q3cvy7hlXDoQqg,2006,16
kORGcgi0Iw2RG8gJl84MVA,2006,16
HQG3no8C5U31z-k1MaYCqQ,2006,16
7rK9GO6D00V6Fzvh7oUQWw,2006,16
je5k8a3qIOM0VJE5MaxsfQ,2006,16
mBV3IenBC4n_jbfu3GTHvA,2006,16
MOPr2tL7UYZxLI9SIatneQ,2006,16
EQAghmtWV39rcoOu4Z6Zqw,2006,15
FBRjdSizGuMyxQuSSwzarg,2006,15
OGa2q6LvuQLYFUG_RCcALw,2006,14
G8ceJ1sl4bTa3HpHH30Tsw,2006,14
E5MwIwYX-bJnslhVMPko3w,2006,14
TvG6JUla4qa1fJlh782Viw,2006,14
O1U20igtZ9ROL9WxHq3eng,2006,14
37xj6W1Tq_Pwx-0Az5n6ZQ,2006,14
iScFhlyUh_5UJVvcJA0PHA,2006,13
4gs09o630_X9CdmdZUUWMA,2006,13
ygX0CXmBI22wI4WslUkP-A,2006,12
nyeCMGiGArJze8TdAyax0g,2006,12
TMLVzNYs-zwwREudyvI08A,2006,12
uU-Rk1sj478gPh6Kug1wSw,2006,12
7xp_8X8QRAgHFZGs8M7FCw,2006,12
z-KkYvu4klkBOSUfgKoTJQ,2006,12
PQMja5xAcSRNUAUJjkQKrA,2006,12
xfe25SzgOvx5BUlXVg4YWg,2006,12
HDiU7ZlOUaNOoflQb1sEtA,2006,12
NjRf_3nrhBvn8ZxRWtLAPQ,2006,12
4XpPfy4-ic1tb6Yuh-BdRg,2006,12
mxBmOz00l-6CBebMg5G91g,2006,11
8GsgN-bxWdk0gHSSNGtHyg,2006,11
l_eOaEgbOxmy3K1Nbr3Apw,2006,11
KBxUsSPua9RrP6K-9wFsuA,2006,11
8Lc3-TTHjExd79GSQIHnAw,2006,11
3408fXDm6Mu4bVdLOo4F2Q,2006,11
IgYtTVyr-XOlyyMLMx9yXA,2006,10
LVcbO8YWYz9WjHLBXN6jpQ,2006,10
xvaeF_Daee7vhOSk5G9g_w,2006,10
2iSBJHVMNsolJ3AH1g_D7A,2006,10
fJF2xokaIgQsmNLuav5etQ,2006,10
CAlzkAY3BUundz-c7DCMeQ,2006,10
Gj-hR5PSqQnq6f9sxYSImA,2006,10
ddc5DGUyRy3DA9KRlOyQSA,2006,10
zAksIuco3CDwYGQiUg2wCA,2006,10
LT27AG_SfvJZjy1nda4vfw,2006,9
rIlkPMpY703msPDdoxuyog,2006,9
TQXtrSpsUyvHMriX8hvNWQ,2006,9
sZUC9GbwvDHWrHl0D_d2dA,2006,9
5-giAfQshjM4ASeD-5TI2w,2006,9
QBHfjwsZF0XUJBqdz_547Q,2006,9
lKHah9HQuDFQwhBPUget4g,2006,9
A94ivfwchCxwN4rcdoeuJQ,2006,9
yOzSBn1yMyeCE67hfBYNsQ,2006,9
0vdXVH2HlQUxE9FFFIE5DA,2006,9
Mh7oEIX2oHYAXm-HAxlfWw,2006,8
6G4Ho6jBuaSmKAOZui8zjg,2006,8
tvZKPah2u9G9dFBg5GT0eg,2006,8
cOSEvHWqoT5B4d3RcZthyw,2006,8
X5EAMkKCHTpmso9ILIFRUg,2006,8
16bmaGpCAqZB0PzjLTADWA,2006,8
OF1Dwu3fWeyNzX2ehlyM3A,2006,8
EnNSt5pVMdXeTFhWwp9PrA,2006,8
Zvq_R3uYTGkkx1ehy1T8Gw,2006,8
qjkOmSEFFEeWVTtsIl0aAw,2006,8
Yp4xG6g0Hg9OliyovpTrqA,2006,8
CXCvnCfAvkLpFRiqsp26gw,2006,8
OHrl1xyCGSFp5lGSP2-6kg,2006,8
BI4lPhrUpmEySIJUywjIjQ,2006,7
D5pHA4ImB6AFcDpi_-fHdQ,2006,7
fdwVdy6TuY1kjYeEPMZKVw,2006,7
GitE04dW0jYxH5LplUTDBA,2006,7
XsLV5Ru1Y3uzwMK7ZhTDhA,2006,7
Vdy219QdKTKmzTSy12FVnw,2006,7
h-NFrVwhhCvxdle_3pBwiQ,2006,7
_vN1zUgCxvfVFabQJw5JvA,2006,7
4ze88V1brgv5slnpZ1Q4gw,2006,7
XuNDpSsabopmPBtUf45VFQ,2006,7
-VsjDBOjtOQnM9tbjNDErQ,2006,7
rdSJ_jlij_2x5glkrEEZxg,2006,7
RlI8vfhbYeUahO875DBFIw,2006,7
dvJCIib1sZj6USjhBuvz_A,2006,7
aYDKuxI66I_eUB3-mWrjnw,2006,7
xtZMctl7AQNspIL_SF3guA,2006,7
g4CTormL_kRexS-y2a5k4g,2006,7
ppQMi14KHUY4cOQ325cL7A,2006,6
ILz8ApVEgTqbv5LnC6PyuA,2006,6
iw_6JAAw9FAIv2YkbLcMFA,2006,6
YXf5O6LPXvFQN2wjWIoo2Q,2006,6
-qoyKSF2G3PkR_7XNoJfpQ,2006,6
DecNq9BYtMwHhgdnPNGbVQ,2006,6
LXGlXvIzoxHVE1dqkih-BQ,2006,6
AIvveD8AcYnPqYE_VEn8Bw,2006,6
bJmGdFWlvfM3cp8wZ9yAkA,2006,6
h0MnH7UJkdibug51_sDsjQ,2006,6
5L0eiAkoQIVvI_XOjzhFpA,2006,6
ghCnqMBiwCggZqKOUHP91g,2006,6
sVu7dQ_isyUr1toSBBrBFg,2006,6
9agfrDKFP3QXgMZgPtWvBg,2006,6
2gZ4F2OcswR7ATlyMjB2KA,2006,6
1XM-kPp37G3cs2JJAPORhw,2006,6
x_q4Cx-pzhNi1iwCDUizHw,2006,6
1xvmDofA0MvWDSD2hJAvyw,2006,6
Mf2NAhMTiYk0DC0fZjhNMw,2006,6
3sU8YYEhYIFIY-oPS_Nlqg,2006,6
9wLtMApHLswed6DbvXscwg,2006,6
GUTSeLgsd00OhvEdXgBeeg,2006,6
B4cJvWuf59j7XlTdexnVZw,2006,6
j9OUZBtg8wSZOMojGxYhnw,2006,6
J_OSEUmc7C6yK0rLVxOH4g,2006,6
p6nBKyT9Y_pFJ1WxVEowwA,2006,6
HYQoxBC1y1DGPq6pGP09Tw,2006,5
itmb9uAolzQnmEBDlV24qQ,2006,5
IZxEqxkWOM1cFIJSFGrZTQ,2006,5
xpfHSV_yZEVjignwaQUOEg,2006,5
UHgXmu7hl-o078IW_Fp4dg,2006,5
jX52sZoojxyYV2viWNyO7A,2006,5
6bfcLLL35DpsxAxxk5ZNAQ,2006,5
SRRRQ3zbJCnncBS4gBrA0w,2006,5
FNh-DKnGyAF-n00lO2_-pQ,2006,5
DLrptiHwqa0JLYFJsp4vzg,2006,5
i7A72UOfldPmS4vMmEZmeg,2006,5
m5LY8iZqTdLoyjdhMf2YaA,2006,5
b8TPUD4OjwooNgq2qpbYHw,2006,5
MXjOTJON8gFsXcXpfNpuig,2006,5
qCNZXu0nA1m9_qQDSY9bfA,2006,5
4HdArh7ETM2WUlzxJQiBug,2006,5
HAp_qOLKgSRg9Y5f1aCOKw,2006,5
igaoaFNkX7ieMuyUBg0u5w,2006,5
zD1T8JFx3O1Rf9aNu49rpQ,2006,5
J30RQYQUApVezcRJB9iqxQ,2006,5
zejhY7mSVWETy51MUpLJ1g,2006,5
b1ms4TO5yXulttVxTP02VQ,2006,5
C1MZ_yJ3Zx6UT-bsUc5DvQ,2006,5
Bf87HcPERF9yiSjb2tQBqw,2006,5
DxqZlZTJ2TcJTyqqf5k3gQ,2006,5
elyvWgnY-oN7TfLMDt9o4Q,2006,5
gm2ag9nOkE2u0uTR5_OHiQ,2006,5
RywiEGRkea2j9IY7juD24w,2006,5
F3BPJS3f3R3IdwVR-R-u6w,2006,4
hByUtyZ0_NJRZ7SC7mC-FQ,2006,4
t89l-cYilb3cd8S76cxSCQ,2006,4
83Rj4-b-PXUUfgz5BiptWA,2006,4
NY0fXpqQw09ie7hqzdsjPw,2006,4
HH3IyvD1MpxZ-FlazroBuQ,2006,4
AeDdXhCMOV9TgiB8UarshA,2006,4
pMltyeuU4SjT6Y8YVy7HBA,2006,4
-uybOghOlhc_UHEZvkyShQ,2006,4
EZaZgbimYoBGheNZKv5snA,2006,4
PO-U11FmTDiqCEqtilFjVQ,2006,4
kmGSeElZ7uHpw-2mFrUgaA,2006,4
6WfLJ5rmFrGOsNS7cKo5Mg,2006,4
T0gWkTHWRChVUe_Dn1F8nw,2006,4
9CWr1HukCWdjW-5zTCXVIA,2006,4
6rAlqkCat6eny0qi6MyWKw,2006,4
d9tgb-9jIfnEGVq2K4i6wg,2006,4
YVUxUIae-d7qBwsdlbRI0Q,2006,4
PtKK6dxxgmI-Di3YSifgUw,2006,4
cD_hpkvErXCyQHBQzv8KYQ,2006,4
BfbGRjetw69BrnzQtt4WgA,2006,4
i6SPpQsnb1nxy1vVzGAQSA,2006,4
YKZfmqdrF10XNBIrHf7TjA,2006,4
9BJ6q2Z9ba6Pjj6v9VFLfA,2006,4
lT_wcY9BeuYBRO9jh_bQXQ,2006,4
6zZPfuZkDRzSkYY9EvVJ5A,2006,4
9PqpshAtVzFQgxUx2E81aQ,2006,4
aIk07jxkia9izLMKRbaHHw,2006,4
O4VXTUdkBcoWC5oTxyIu_Q,2006,4
_hsDviIkedAnVcDqnVZE5w,2006,4
EU2V6NOtkDkMtbIJEeEjzw,2006,4
hqSXx-zbBvnWW7akjPhZNg,2006,4
8gg0mL6yj4vOL3f6mAOEgA,2006,4
bqserI1U9OCGwBM2dBNRZg,2006,4
2csgiHeO_YdT06kRqbg9ZA,2006,4
WJnyWEe_YK7JO47fcovBVw,2006,4
T3uGZcdquapS3rakRXii3g,2006,4
JjtQ1txoSd69pSwUPsWxcA,2006,4
cDAdfpWUkpP9BB_aW4qjbA,2006,4
ONDMgVKfQ9W1IDxfUuSDmA,2006,4
XN7GVORBtwkcq4zfhIALqg,2006,4
Zr4N9sG31fybEa-l3a_46Q,2006,4
oi9hzJPnsf1BPdCn2wIClA,2006,4
IUrGaOc4Tcb-CAL7_MZXsQ,2006,4
QyykOadqEnEdeOrvGBF3FQ,2006,4
qKgy1I7PcGTh9hd5ujhPNg,2006,4
W92Wd0GE_-13ogVeKIIF7g,2006,4
hLym9La5ivWSqkDqiY4kFA,2006,4
LxfcCN_f8kyVhrtbeDpedQ,2006,4
BIrmvMEli2e5W4b5AEeJSQ,2006,4
zo4Y3qadH45LF1UVez1SuQ,2006,3
Kiyui53V3hJST4btFswtlg,2006,3
Zwco3vEZqiWSepNz4eBPEg,2006,3
38zhUVIh6t_-mpcmbWYmiw,2006,3
KleZJjX4FcArcgBDd8CjeQ,2006,3
6vQDm-sVmd0etiGQSg8hOg,2006,3
ChK39XM_3pNkYIeDv1OQhQ,2006,3
pAGSv-8vo6k6hpgqw_fIdA,2006,3
eAfHeXhARXL3uj0nEEFw-g,2006,3
CHUfgQLRN_J3TfyeIo-dIg,2006,3
NMpCKsJhV7BVgLxaEUovWA,2006,3
FAeIsKkBeXvpQpj6Zc29iQ,2006,3
pgIvQGoEeyg2QIvvwQWIgA,2006,3
kLj4VZiLIiHPQjHhGnD8BA,2006,3
-W3ZtZ11Rdq4fH2RPD-t9Q,2006,3
xX4_yL17yphneAHYIrRwqA,2006,3
NvAZqXjqOJKcIWFRPiQQbA,2006,3
KeZjKwMbqPU2qQO7oGgWLw,2006,3
CYxLwLMNxWHFAmqAJcbv4A,2006,3
M_NXkghCAIMoOhTOsuI5Bg,2006,3
Pli2_ay_Ur4QF3Vp9D0cNA,2006,3
gZC7BjgkXImxeAUScGewKA,2006,3
LHl_3FXXF-XVUEXbl6NeEA,2006,3
W5d-Nx2T2OtOECRBNUbqqA,2006,3
5CX8ilaGZ7kyv2rUxSdQCw,2006,3
_MTv8dl0KXwmadDf5553cw,2006,3
15znE0NM6nDU2oR-i5RXVA,2006,3
frrJr5Kp8ut6bvBLgphSvg,2006,3
iESPlIJCcOAcyXsTSykfhQ,2006,3
lOExMRLNEVGKz0f-zb4kCQ,2006,3
clFehAg0EJkBuTuOb5exKw,2006,3
Ty52tB-bISNlSSXiEKp55w,2006,3
oTpInzEzsg3wgvMO7IIiGA,2006,3
u9aAqhOiWIw146Qtp8RW6g,2006,3
_GK3DwcrfOkNOuN2LF_xig,2006,3
oxRXJVvo-I0ZxTl44jsdrw,2006,3
DrTmpnMmhxDs2wV7i8PyOg,2006,3
5Qtl5jsqsdmi5g1I869iaQ,2006,3
RSMOVFq_J1TZGiieKY_G8Q,2006,3
t9mXmz8cPrCXqTz6tOlveQ,2006,3
gjZp61JZaqcLrKjEDVSPIQ,2006,3
8-FzOAPGgGmfyCTyrUNw7w,2006,3
CaD1dbfZ4uB5PAQ61g6fUw,2006,3
TZ53SO335VUAeUt14E0eGQ,2006,3
Cf4TX2sjsfheqwCyRIfSCA,2006,3
qIossUhtsJ55_ciRTEqiPQ,2006,3
5hZ3j9HWf5cGFvzW2RnxUw,2006,3
6XxPf3dSlOqnVlNNrglxIg,2006,3
5pfAggYxzNZxcf00m8H2dA,2006,3
HGCKsrotMHI7Xs7IA6Ot9Q,2006,3
KJxtlZOa4NrmycpDCpDLCA,2006,3
eyjhVMPb-jzshQVJ5YB-6g,2006,3
ij3K7eQOqrQjA7n4eIBOPA,2006,3
-begf2VegZ6_KNrrsC84Zg,2006,3
KKOM5feU4TzZmUEY24y02Q,2006,3
9ifUT-5fMA95R4xKfL06fg,2006,3
XXLYEMuhpuU_nvxY0dfU7Q,2006,3
KFAHRfMI41SWzCm-MwWU_Q,2006,3
oItneMKXSEV_Dzp-RA09bw,2006,3
RuqMLvQEYbPL06152nuLJw,2006,3
XG-JynrbKiiNaqT4ffdI_w,2006,3
_AwBhlxEuWsPobVE21HrKg,2006,3
-peSWOplbo-9aPt3ZJr8QQ,2006,3
oBzZq4tFcmjL4DC0uZVUfw,2006,3
5IuSKkygRmQlVOKFFWftag,2006,3
FVk12H4Cz4DkRzl8N5-PGQ,2006,3
inULmWIakdFK6KtRyATH9g,2006,3
wZJEiUtMGlUhqHqFKXLp5g,2006,3
3fKqtjyXPctiqfEkCwA5jQ,2006,3
L3aSJ65CTbEkz0-Ep6ZJrw,2006,3
ajUxkRi-as4AG7K0x9huAA,2006,3
a4vPWTxMasORgjlkdZU9Mg,2006,3
HLNNvVX-lZztLUuzTnN73w,2006,3
PZR-d99E1nkvI5cHFmoBQA,2006,3
Gw4UiyZjER7GuyGbwSRIQw,2006,3
IS6-mfjkhu8XxaVEUkBWgA,2006,3
gjJ9VxbWjecY-xy8a8o-DQ,2006,3
P9wmvuch_JmAa0SCfo3gdQ,2006,3
U5cYBblkqLqTf18en9Er5w,2006,3
Uzqf674HpGZRFJIjfp9w5A,2006,3
hRcFm2x7ta6dVIO7iVsL7A,2006,3
uiGdtsCaIFPRSc23qbHzqQ,2006,3
_Rtt86Yw-N1Rw2A19P556w,2006,3
7s0a89q0LSM-4f6eLQ6Kig,2006,3
n5kmfK-NcAAWGB4TdFMC4Q,2006,3
UJcXryv3GnXik-dauejBdQ,2006,3
zGSnyzu6ntVm2h5yqiTOUw,2006,3
gswHttUNWDMXMKG2dkwL4g,2006,3
h_CeTdnLzqqoYrTNJha2cA,2006,3
8Dqp0ySORL1jLwcQ1YOAGg,2006,3
XKAFikZAfddYv0Vg1PUkwA,2006,3
GgnzT-zz043PW4ITu2fCQA,2006,3
Zrj6CuQRRs38siAjuBl2MA,2006,3
8v1UkvqBx7taVoh1nrepBg,2006,3
VD8Ox-akHloK3-QV3FxY-g,2006,3
UZ6YOaTiZ1lTZWKASIkVuA,2006,3
jyGe9zB1O120GAHozKfVMw,2006,3
KwIU9DBHSPeqW5MnMAwHxQ,2006,3
oy-pJ_bKzAHoJDMcYxOXJg,2006,3
VLRwkUiuU66Q5kWyAh8p6A,2006,3
V8QDJYP8dZS1kdKiXt-n8w,2006,3
meXT1jrN7dycH_akrmUjLA,2006,3
btVXpb1PpzwJnYHaLavqoQ,2006,3
WcKhdyAJd3YIRemYr6pAFA,2006,3
51oMB11zo_d1xbfMCq9U7A,2006,3
j55C5_rQlDRdRX7aeRopVA,2006,3
veoCLwTLB9pOrFnxNNRwlw,2006,2
HjthA8aKbrfSvlToSm8hAA,2006,2
mZ3uaBN_CLNeafDsxX8c-w,2006,2
bG6DkJKwhKMMQ0Z3GSOpmA,2006,2
Mlhjg_PTkyZ7FReat_COiw,2006,2
flV8auMYSN8ewCpHIbq7fQ,2006,2
YUIURN8PjHoPCAOdb6L76A,2006,2
rt3PC7WCgCKsoufmQJELfw,2006,2
2Vo3vUGZx-l8Xo3PbGlLsQ,2006,2
fyS8H0BNDv5du_X7ttUEqQ,2006,2
kFh6iqCugNZ3Qpy4xVKQvA,2006,2
GzHUGweAxqXgWX9TUNjidQ,2006,2
T7UdyHYCzRLE26TTYQZYQw,2006,2
3cWJPyZBfbzqkxfdF-8LOQ,2006,2
ruf7Q88uylmrk871HSbiiQ,2006,2
um9XhouzTg4zZC5fVwCMVw,2006,2
2GGYqUNDHJSCU3agPPB_kg,2006,2
zxF7vwh32ccSN3CbCMlalw,2006,2
X7jbSd4lZZ4VjslbHewfTw,2006,2
DGh85anKBzRwD8Orbolfsg,2006,2
3FtNztJAFIlCfG3k8Vpexg,2006,2
lys_Cp8Tv9BwrzGst9i_-g,2006,2
3fW53B_N5a_0MDnz7pYgSg,2006,2
xlACoXuuSZmb83hJcDxgSg,2006,2
7YNNVkNWtxOa_QWGXHa2IA,2006,2
FOc-fsc2oJTlqUJuJvtU6A,2006,2
SBTIBpUYDlBdTui6lk6tOA,2006,2
amnIkiZ0WHWLJvLfndH-yw,2006,2
w2o8rsUA_NkNd5AbUDO3nw,2006,2
ZGjgfSvjQK886kiTzLwfLQ,2006,2
2RvxPlh5KA2HdF8q0UVhVg,2006,2
EE8Lmen37p8TLSVxssDUBA,2006,2
XOB-BCOnNswGmssNIcjrTw,2006,2
57TLX2qUBTVNH3FeFbVxQg,2006,2
L4CXCKMj2NDsr8fd2_XmkA,2006,2
To7EBxWC-Yz011V2-tdTvA,2006,2
WwfNKaO4MOF60noA7oagRA,2006,2
DTWtZJAIPMrZJwUJV0DJmQ,2006,2
N1XLIkx6mFqyiROyJ9FzPg,2006,2
hhrUmkSUrtfuf4gVMISsLA,2006,2
vV-T6Va8RllvC00VHkYtXQ,2006,2
vgwdQ0fpDZdoTidJuwYq7w,2006,2
cs1GMqTt5eGmLqQyPijYcw,2006,2
fdHYQbYzuWv8F84M9ZyeHw,2006,2
8lsWibR0YSa8YWGRdTt5CQ,2006,2
DbBwNGBEyKOW9nK3VeX_OQ,2006,2
hWzFphZ3sdxX6XolsXC1Jg,2006,2
tECPEa3JejhblH7HDAej1g,2006,2
qOw9tRmazo8IOHIV549KyQ,2006,2
